0.99546,0.0045434,0.99759,0.0024107,1
0.95586,0.044138,0.97432,0.025682,11
0.93161,0.068395,0.95648,0.043521,21
0.90886,0.091141,0.93722,0.062781,31
0.91697,0.083027,0.94044,0.059557,41
0.92212,0.077881,0.93829,0.061707,51
0.9166,0.083397,0.93454,0.065464,61
0.92258,0.077424,0.93584,0.064161,71
0.92533,0.074671,0.9316,0.068395,81
0.9237,0.0763,0.92595,0.074054,91
0.92097,0.079026,0.91938,0.080623,101
0.91852,0.081485,0.91277,0.087232,111
0.9157,0.0843,0.90645,0.09355,121
0.91067,0.089334,0.90068,0.099324,131
0.911,0.089003,0.895,0.105,141
0.91189,0.088106,0.88953,0.11047,151
0.91066,0.089345,0.88465,0.11535,161
0.90491,0.09509,0.88027,0.11973,171
0.88558,0.11442,0.87607,0.12393,181
0.88577,0.11423,0.8724,0.1276,191
0.88518,0.11482,0.86841,0.13159,201
0.87938,0.12062,0.86428,0.13572,211
0.87867,0.12133,0.86042,0.13958,221
0.87946,0.12054,0.85663,0.14337,231
0.88058,0.11942,0.85274,0.14726,241
0.88092,0.11908,0.84885,0.15115,251
0.8818,0.1182,0.84459,0.15541,261
0.88221,0.11779,0.84005,0.15995,271
0.88322,0.11678,0.83572,0.16428,281
0.8845,0.1155,0.83164,0.16836,291
0.88606,0.11394,0.82816,0.17184,301
0.88548,0.11452,0.82482,0.17518,311
0.88672,0.11328,0.82219,0.17781,321
0.88735,0.11265,0.81986,0.18014,331
0.88985,0.11015,0.81789,0.18211,341
0.89182,0.10818,0.81601,0.18399,351
0.89381,0.10619,0.8143,0.1857,361
0.89564,0.10436,0.81313,0.18687,371
0.89819,0.10181,0.81172,0.18828,381
0.90032,0.099683,0.8105,0.1895,391
0.90245,0.097548,0.8093,0.1907,401
0.90435,0.095653,0.80781,0.19219,411
0.90593,0.094073,0.80613,0.19387,421
0.90746,0.092541,0.80435,0.19565,431
0.90853,0.091469,0.8024,0.1976,441
0.90992,0.090077,0.80078,0.19922,451
0.90671,0.09329,0.79889,0.20111,461
0.90816,0.091836,0.79697,0.20303,471
0.90934,0.090657,0.79515,0.20485,481
0.90417,0.095831,0.79329,0.20671,491
0.90534,0.094657,0.79124,0.20876,501
0.90599,0.094007,0.78935,0.21065,511
0.90682,0.093184,0.78694,0.21306,521
0.90792,0.092077,0.78473,0.21527,531
0.9091,0.090904,0.78268,0.21732,541
0.91017,0.08983,0.78058,0.21942,551
0.91114,0.088856,0.77881,0.22119,561
0.91222,0.087781,0.77714,0.22286,571
0.91337,0.086629,0.77543,0.22457,581
0.91368,0.08632,0.77348,0.22652,591
0.91465,0.085346,0.77146,0.22854,601
0.90851,0.09149,0.76979,0.23021,611
0.90931,0.090691,0.76806,0.23194,621
0.90992,0.090081,0.76622,0.23378,631
0.91071,0.089294,0.76453,0.23547,641
0.91142,0.088577,0.7627,0.2373,651
0.91077,0.089234,0.76066,0.23934,661
0.91157,0.088431,0.75863,0.24137,671
0.91246,0.087542,0.7567,0.2433,681
0.9133,0.086697,0.75453,0.24547,691
0.91419,0.085806,0.7525,0.2475,701
0.91515,0.084845,0.75064,0.24936,711
0.916,0.083999,0.74894,0.25106,721
0.9167,0.083297,0.74724,0.25276,731
0.91685,0.083149,0.74556,0.25444,741
0.91758,0.082416,0.74351,0.25649,751
0.91829,0.081706,0.74154,0.25846,761
0.91897,0.081026,0.7398,0.2602,771
0.91964,0.080365,0.73759,0.26241,781
0.92011,0.079892,0.73576,0.26424,791
0.92057,0.079434,0.73367,0.26633,801
0.92127,0.078727,0.73159,0.26841,811
0.92186,0.078145,0.72944,0.27056,821
0.92255,0.077454,0.72763,0.27237,831
0.92311,0.076894,0.72549,0.27451,841
0.92341,0.076588,0.72365,0.27635,851
0.92394,0.076065,0.72151,0.27849,861
0.92442,0.075578,0.71947,0.28053,871
0.92472,0.075279,0.71742,0.28258,881
0.92527,0.074733,0.71555,0.28445,891
0.92577,0.074226,0.71325,0.28675,901
0.92521,0.074788,0.71109,0.28891,911
0.92515,0.074854,0.70872,0.29128,921
0.92557,0.074433,0.70649,0.29351,931
0.92574,0.074261,0.70383,0.29617,941
0.92606,0.073942,0.70132,0.29868,951
0.92645,0.073548,0.69891,0.30109,961
0.92681,0.07319,0.69626,0.30374,971
0.92654,0.073462,0.6937,0.3063,981
0.92688,0.073119,0.69117,0.30883,991
